"ca88n6n.com","0","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"35fy311.info","1","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"r2irw28.org","2","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"84ad23d.net","3","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"ynfrnic.com","4","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"c61yn0a.info","5","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"ca86uby.org","6","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"ddct636.net","7","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"9cycy2w.com","8","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"y29cwby.info","9","2016-01-01 00:00:00","2016-01-01 23:59:59","diamondfox_dga_0c952f03"
"35fy311.info","0","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"r2irw28.org","1","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"84ad23d.net","2","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"ynfrnic.com","3","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"c61yn0a.info","4","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"ca86uby.org","5","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"ddct636.net","6","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"9cycy2w.com","7","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"y29cwby.info","8","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"i3a5ywa.org","9","2016-01-02 00:00:00","2016-01-02 23:59:59","diamondfox_dga_0c952f03"
"r2irw28.org","0","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"84ad23d.net","1","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"ynfrnic.com","2","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"c61yn0a.info","3","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"ca86uby.org","4","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"ddct636.net","5","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"9cycy2w.com","6","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"y29cwby.info","7","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"i3a5ywa.org","8","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"wrnac1u.net","9","2016-01-03 00:00:00","2016-01-03 23:59:59","diamondfox_dga_0c952f03"
"84ad23d.net","0","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"ynfrnic.com","1","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"c61yn0a.info","2","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"ca86uby.org","3","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"ddct636.net","4","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"9cycy2w.com","5","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"y29cwby.info","6","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"i3a5ywa.org","7","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"wrnac1u.net","8","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"1wdfinu.com","9","2016-01-04 00:00:00","2016-01-04 23:59:59","diamondfox_dga_0c952f03"
"ynfrnic.com","0","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"c61yn0a.info","1","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"ca86uby.org","2","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"ddct636.net","3","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"9cycy2w.com","4","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"y29cwby.info","5","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"i3a5ywa.org","6","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"wrnac1u.net","7","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"1wdfinu.com","8","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"da4dd83.info","9","2016-01-05 00:00:00","2016-01-05 23:59:59","diamondfox_dga_0c952f03"
"c61yn0a.info","0","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"ca86uby.org","1","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"ddct636.net","2","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"9cycy2w.com","3","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"y29cwby.info","4","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"i3a5ywa.org","5","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"wrnac1u.net","6","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"1wdfinu.com","7","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
"da4dd83.info","8","2016-01-06 00:00:00","2016-01-06 23:59:59","diamondfox_dga_0c952f03"
