"icummezqoxu.tk","0","randomloader_dga_b59acdb4"
"vcyodiofy.nu","1","randomloader_dga_b59acdb4"
"ymkungcgzsidy.vg","2","randomloader_dga_b59acdb4"
"oskoawqgjqtww.cd","3","randomloader_dga_b59acdb4"
"xqcaaeg.st","4","randomloader_dga_b59acdb4"
